,Srn,Charge_Id,Charge_Holder_Name,Date_Of_Creation,Date_Of_Modification,Date_Of_Satisfaction,Amount,Cin,Company_Name,Runtime,Address,Charge_Holder_Clean_Name
184,Y10511535,90383593,KARNATAKA STATE FINANCIAL CORPORATION,1984-05-30,,1999-09-30,2910000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,25 M.G. ROAD       Karnataka  India,KARNATAKA STATE FINANCIAL CORPORATION
185,Y10511537,90383595,NEW BANK OF INDIA,1990-09-08,,1999-09-30,700000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,MUMBAI       Maharashtra  India,NEW BANK OF INDIA
186,Y10511546,90383603,THE CANARA INDUSTRIAL BANKING SYNDICATE LTD.,1961-08-30,,1999-09-30,350000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,BANGALORE       Karnataka  India,CANARA INDUSTRIAL BANKING SYNDICATE
187,Y10511547,90383604,THE CANARA INDUSTRIAL BANKING SYNDICATE LTD.,1961-10-04,,1999-09-30,291655,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,BANGALORE       Karnataka  India,CANARA INDUSTRIAL BANKING SYNDICATE
188,Y10511556,90383613,THE CANARA INDUSTRIAL BANKING SYNDICATE LTD.,1962-09-22,,1999-09-30,186000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,53 GANDHINAGAR       Karnataka  India,CANARA INDUSTRIAL BANKING SYNDICATE
189,Y10511559,90383616,KARNATAKA BANK LTD.,1972-05-17,,1999-09-30,500000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,GAVALRY ROAD BRANCH       Karnataka  India,KARNATAKA BANK
190,Y10511563,90383620,KARNATAKA STATE FINANCIAL CORPORATION,1990-11-29,,1999-09-30,4500000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,M.G. ROAD       Karnataka  India,KARNATAKA STATE FINANCIAL CORPORATION
191,Y10511565,90383622,KARNATAKA STATE FINANCIAL CORPORATION,1991-07-18,,1999-09-30,1820000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,NO. 25 M.G. ROAD       Karnataka  India,KARNATAKA STATE FINANCIAL CORPORATION
192,Y10511566,90383623,KARNATAKA STATE FINANCIAL CORPORATION,1991-11-13,,1999-09-30,878000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,M.G. ROAD       Karnataka  India,KARNATAKA STATE FINANCIAL CORPORATION
193,Y10511567,90383624,KARNATAKA STATE FINANCIAL CORPORATION,1992-02-17,,1999-09-30,2320000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,M.G. ROAD       Karnataka  India,KARNATAKA STATE FINANCIAL CORPORATION
194,Y10511568,90383625,KARNATAKA STATE FINANCIAL CORPORATION,1993-01-16,,1999-09-30,511000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,M.G. ROAD       Karnataka  India,KARNATAKA STATE FINANCIAL CORPORATION
195,Y10511582,90383637,KARNATAKA STATE INDUSTRIAL INVESTMENT & DEVELOP. CORP. LTD.,1987-03-05,,1999-09-30,9000000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,CUNNINGHAM ROAD       Karnataka  India,KARNATAKA STATE INDUSTRIAL INVESTMENT AND DEVELOP CORP
196,Y10511585,90383639,THE VIJAYA BANK LTD.,1973-12-24,,1999-09-30,100000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,SANTHEPET       Karnataka  India,VIJAYA BANK
197,Y10511592,90383646,UNITED COMMERCIAL BANK,1978-01-07,1984-12-30,1999-09-30,150000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,13/22 K.G. ROAD       Karnataka  India,UNITED COMMERCIAL BANK
198,Y10511593,90383647,KARNATAKA STATE FINANCIAL CORPORATION,1978-03-17,1993-02-27,1999-09-30,3000000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,25 M.G. ROAD       Karnataka  India,KARNATAKA STATE FINANCIAL CORPORATION
199,Y10511598,90383652,CANARA BANK,1978-07-16,,1999-09-30,11200,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,MEGADI ROAD BRANCH       Karnataka  India,CANARA BANK
200,Y10511600,90383654,CANARA BANK,1979-03-16,,1999-09-30,139000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,CHEMBUR       Maharashtra  India,CANARA BANK
201,Y10511602,90383656,KARNATAKA STATE FINANCIAL CORPORATION,1979-05-02,,1999-09-30,840000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,M.G. ROAD       Karnataka  India,KARNATAKA STATE FINANCIAL CORPORATION
202,Y10511603,90383657,UNITED COMMERCIAL BANK,1979-08-09,1984-12-30,1999-09-30,300000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,149/2 KORAMAUGALA CANTT. HOSUR ROAD      Karnataka  India,UNITED COMMERCIAL BANK
203,Y10511604,90383658,KARNATAKA STATE INDUSTRIAL INVESTMENT & DEVELOPMENT CORPORAT,1979-09-06,,1999-09-30,3000000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,BANGALORE       Karnataka  India,KARNATAKA STATE INDUSTRIAL INVESTMENT AND DEVELOPMENT CORPORAT
204,Y10511608,90383662,INDIAN OVERSEAS BANK,1980-02-28,1985-02-11,1999-09-30,2360000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,KARAMADAL       Karnataka  India,INDIAN OVERSEAS BANK
205,Y10511611,90383665,STATE BANK OF MYSORE,1980-08-05,,1999-09-30,125000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,HMT INDUSTRIAL ESTATE BRANCH       Karnataka  India,STATE BANK OF MYSORE
206,Y10511613,90383667,UNITED COMMERCIAL BANK,1980-10-29,1985-02-14,1999-09-30,135000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,KHADE BAZAR       Karnataka  India,UNITED COMMERCIAL BANK
207,Y10511614,90383668,GUJARAT STATE FINANCIAL CORPORATION,1980-11-04,1985-09-19,1999-09-30,1011000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,JALDARSHAN BUILDING ASHRAM ROAD      Gujarat  India,GUJARAT STATE FINANCIAL CORPORATION
208,Y10511615,90383669,STATE BANK OF MYSORE,1980-11-27,1981-12-04,1999-09-30,750000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,J.C. ROAD       Karnataka  India,STATE BANK OF MYSORE
209,Y10511616,90383670,CANARA BANK,1980-12-01,,1999-09-30,180000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,K.G. ROAD       Karnataka  India,CANARA BANK
210,Y10511619,90383673,CANARA BANK,1981-01-03,1988-10-03,1999-09-30,150000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,BANGALORE       Karnataka  India,CANARA BANK
211,Y10511620,90383674,GUJARAT STATE FINANCIAL CORPORATION,1981-01-17,1983-11-23,1999-09-30,1936000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,JALDARSHAN BLDG. ASHRAM ROAD      Gujarat  India,GUJARAT STATE FINANCIAL CORPORATION
212,Y10511621,90383675,UNITED COMMERCIAL BANK,1981-01-20,,1999-09-30,220000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,BELGAUM       Karnataka  India,UNITED COMMERCIAL BANK
213,Y10511623,90383677,SYNDICATE BANK,1981-02-07,,1999-09-30,200000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,MARGAO BRANCH       Maharashtra  India,SYNDICATE BANK
214,Y10511625,90383679,UNION BANK OF INDIA,1981-06-05,1983-04-05,1999-09-30,250000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,MUMBAI       Maharashtra  India,UNION BANK OF INDIA
215,Y10511630,90383684,STATE BANK OF MYSORE,1981-10-22,,1999-09-30,500000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,HMT INDUSTRIAL ESTATE BRANCH       Karnataka  India,STATE BANK OF MYSORE
216,Y10511632,90383686,KARNATAKA STATE FINANCIAL CORPORATION,1982-05-27,,1999-09-30,3000000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,25 M.G. ROAD       Karnataka  India,KARNATAKA STATE FINANCIAL CORPORATION
217,Y10511635,90383689,STATE BANK OF MYSORE,1982-12-04,,1999-09-30,600000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,J.C. ROAD       Karnataka  India,STATE BANK OF MYSORE
218,Y10511636,90383690,BANK OF MAHARASHTRA,1983-01-07,,1999-09-30,1961000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,VILE PARLE BRANCH       Maharashtra  India,BANK OF MAHARASHTRA
219,Y10511637,90383691,STATE BANK OF MAHARASHTRA,1983-01-11,1995-01-25,1999-09-30,925000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,VILE PARLE BRANCH       Maharashtra  India,STATE BANK OF MAHARASHTRA
220,Y10511642,90383696,THE BANK OF MADURA LTD.,1983-10-31,,1999-09-30,75000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,334 AVENUE ROAD       Karnataka  India,BANK OF MADURA
221,Y10511644,90383698,THE STATE INDUSTRIAL & IVNESTMENT CORPORATION OF MAHARASHTRA,1984-01-08,,1999-09-30,4500000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,NIRMAL NARIMAN POINT      Maharashtra  India,STATE INDUSTRIAL AND IVNESTMENT CORPORATION OF MAHARASHTRA
222,Y10511645,90383699,STATE BANK OF MYSORE,1984-01-11,,1999-09-30,242000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,HMT INDUSTRIAL ESTATE BRANCH       Karnataka  India,STATE BANK OF MYSORE
223,Y10511647,90383701,KARNATAKA STATE FINANCIAL CORPORATION,1984-04-18,1984-09-14,1999-09-30,126000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,36 CUNNINGHAM ROAD       Karnataka  India,KARNATAKA STATE FINANCIAL CORPORATION
224,Y10511651,90383705,STATE BANK OF INDIA,1984-07-28,,1999-09-30,800000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,KUMARA PARK       Karnataka  India,STATE BANK OF INDIA
225,Y10511652,90383706,THE SARASWAT CO- OP. BANK LTD.,1984-08-06,,1999-09-30,160000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,A.K. NAYAK MARG       Maharashtra  India,SARASWAT CO OP BANK
226,Y10511653,90383707,THE SARASWAT CO- OP. BANK LTD.,1984-09-06,1987-12-07,1999-09-30,160000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,A.K. NAYAK MARG       Maharashtra  India,SARASWAT CO OP BANK
227,Y10511656,90383710,CANARA BANK,1984-12-08,1987-08-19,1999-09-30,250000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,BANGALORE       Karnataka  India,CANARA BANK
228,Y10511664,90383718,BANK OF INDIA,1985-04-29,1989-12-24,1999-09-30,2450000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,BALLARD ESTATE BRANCH       Maharashtra  India,BANK OF INDIA
229,Y10511665,90383719,SYNDICATE BANK,1985-05-06,1988-03-29,1999-09-30,350000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,MARGAO BRANCH       Goa  India,SYNDICATE BANK
230,Y10511666,90383720,KARNATAKA STATE FINANCIAL CORPORATION,1985-06-06,,1999-09-30,82000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,25 N.G. ROAD       Karnataka  India,KARNATAKA STATE FINANCIAL CORPORATION
231,Y10511671,90383725,GUJARAT STATE FINANCIAL CORPORATION,1986-02-15,,1999-09-30,2605000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,JALDARSHAN BUILDING ASHRAM ROAD      Gujarat  India,GUJARAT STATE FINANCIAL CORPORATION
232,AA4706322,10157687,IDBI TRUSTEESHIP SERVICES LIMITED,2009-04-09,2016-01-08,2023-08-30,10000000000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,"Asian Bldg., Ground Floor, 17, R.Kamani Marg, Ballard Estate,      Maharashtra 400001 India",IDBI TRUSTEESHIP SERVICES
233,Y10321683,90219118,CENTRAL BANK OF INDIA,1999-10-25,,,500000000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,JEHANGIR WADIA BUILDING 51; M. G. ROAD      Maharashtra 400023 India,CENTRAL BANK OF INDIA
234,Y10511534,90383592,THE NEW INDIA ASSURANCE COMPANY LTD.,1968-07-30,,1999-09-30,280000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,BANGALORE       Karnataka  India,NEW INDIA ASSURANCE COMPANY
235,Y10511536,90383594,DIRECTOR OF INDUSTRIES & COMMERCE GOVT. FO KARNATAKA,1985-08-01,,1999-09-30,544000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,NRUPATHUNGA ROAD       Karnataka  India,DIRECTOR OF INDUSTRIES AND COMMERCE GOVT FO KARNATAKA
236,Y10511539,90383597,BANK OF BARODA,1996-05-23,,1999-09-30,56500000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,IND. ESTATE       Gujarat  India,BANK OF BARODA
237,Y10511542,90383599,THE BANK OF MYSORE LTD.,1959-09-17,,1999-09-30,3500000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,BANGALORE       Karnataka  India,BANK OF MYSORE
238,Y10511543,90383600,THE CANARA INDUSTRIAL & BANKING SYNDICATE LTD.,1961-05-17,,1999-09-30,379000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,BANGALORE       Karnataka  India,CANARA INDUSTRIAL AND BANKING SYNDICATE
239,Y10511544,90383601,THE CANARA INDUSTRIAL BANKING CORPORATION LTD.,1961-06-22,,1999-09-30,349412,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,BANGALORE       Karnataka  India,CANARA INDUSTRIAL BANKING CORPORATION
240,Y10511545,90383602,THE CANARA INDUSTRIAL BANKING SYNDICATE LTD.,1961-07-22,,1999-09-30,292562,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,BANGALORE       Karnataka  India,CANARA INDUSTRIAL BANKING SYNDICATE
241,Y10511548,90383605,THE CANARA INDUSTRIAL BANKING SYNDICATE LTD.,1961-11-04,,1999-09-30,213624,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,BANGALORE       Karnataka  India,CANARA INDUSTRIAL BANKING SYNDICATE
242,Y10511549,90383606,THE CANARA INDUSTRIAL BANKING SYNDICATE LTD.,1961-11-18,,1999-09-30,500000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,53 GANDHINAGAR       Karnataka  India,CANARA INDUSTRIAL BANKING SYNDICATE
243,Y10511550,90383607,THE CANARA INDUSTRIAL BANKING SYNDICATE LTD.,1961-11-22,,1999-09-30,241556,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,53 GANDHINAGAR       Karnataka  India,CANARA INDUSTRIAL BANKING SYNDICATE
244,Y10511552,90383609,THE CANARA INDUSTRIAL BANKING SYNDICATE LTD.,1962-02-16,,1999-09-03,303000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,53 GANDHINAGAR       Karnataka  India,CANARA INDUSTRIAL BANKING SYNDICATE
245,Y10511553,90383610,THE CANARA INDUSTRIAL BANKING SYNDICATE LTD.,1962-03-29,,1999-09-30,414000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,53 GANDHINAGAR       Karnataka  India,CANARA INDUSTRIAL BANKING SYNDICATE
246,Y10511554,90383611,THE CANARA INDUSTRIAL BANKING SYNDICATE LTD.,1962-06-19,,1999-09-30,400000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,53 GANDHINAGAR       Karnataka  India,CANARA INDUSTRIAL BANKING SYNDICATE
247,Y10511555,90383612,THE CANARA INDUSTRIAL BANKING SYNDICATE LTD.,1962-08-08,,1999-09-30,326000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,53 GANDHINAGAR       Karnataka  India,CANARA INDUSTRIAL BANKING SYNDICATE
248,Y10511557,90383614,STATE BANK OF MYSORE,1963-11-29,,1999-09-30,350000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,BANGALORE BRANCH       Karnataka  India,STATE BANK OF MYSORE
249,Y10511558,90383615,THE NATIONAL & GRINDLAYS BANK LTD.,1972-03-06,,1999-09-30,75000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,BANGALORE       Karnataka  India,NATIONAL AND GRINDLAYS BANK
250,Y10511560,90383617,STATE BANK OF MYSORE,1985-10-21,,1999-09-30,700000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,MARKET BRANCH       Karnataka  India,STATE BANK OF MYSORE
251,Y10511561,90383618,STATE BANK OF MYSORE,1985-11-09,,1999-09-30,800000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,MARKET BRANCH       Karnataka  India,STATE BANK OF MYSORE
252,Y10511562,90383619,STATE BANK OF INDORE,1990-03-16,,1999-09-30,10000000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,BANGALORE       Karnataka  India,STATE BANK OF INDORE
253,Y10511571,90383628,KARNATAKA STATE FINANCIAL CORPORATION,1995-08-07,,1999-09-30,3000000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,NO. 25 M.G. ROAD       Karnataka  India,KARNATAKA STATE FINANCIAL CORPORATION
254,Y10511576,90383633,HONGKONG & SHANGHAI BANKING CORPORATION LTD.,1998-07-20,,1999-09-30,40000000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,MANIPAL CENTRE DICKENSON ROAD       Karnataka  India,HONGKONG AND SHANGHAI BANKING CORPORATION
255,Y10511578,90383635,ABU OHRS COMMERCIAL BANK LTD.,2000-01-12,,2005-09-30,2500000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,INFANTRY ROAD       Karnataka  India,ABU OHRS COMMERCIAL BANK
256,Y10511579,90383636,THE VYSYA BANK LTD.,2001-04-11,,2005-09-30,285000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,HUNSUR BRANCH       Karnataka  India,VYSYA BANK
257,Y10511583,90383638,KARNATAKA STATE FINANCIAL CORPORATION,1989-03-03,,1999-09-30,1150000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,NO. 25 M.G. ROAD       Karnataka  India,KARNATAKA STATE FINANCIAL CORPORATION
258,Y10511595,90383649,DEVELOPMENT CREDIT BANK LTD.,1978-04-24,,1999-09-30,785000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,MUMBAI       Maharashtra  India,DEVELOPMENT CREDIT BANK
259,Y10511597,90383651,ANDHRA BANK,1978-06-29,1989-07-15,1999-09-30,2000000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,HOSPAT BRANCH       Karnataka  India,ANDHRA BANK
260,Y10511599,90383653,KARNATAKA STATE FINANCIAL CORPORATION,1979-02-07,,1999-09-30,830000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,25 M.G. ROAD       Karnataka  India,KARNATAKA STATE FINANCIAL CORPORATION
261,Y10511601,90383655,VIJAYA BANK LTD.,1979-03-21,,1999-09-30,500000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,M.G. ROAD       Karnataka  India,VIJAYA BANK
262,Y10511605,90383659,KARNATAKA STATE FINANCIAL CORPORATION,1980-01-08,,1999-09-30,765000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,25 M.G. ROAD       Karnataka  India,KARNATAKA STATE FINANCIAL CORPORATION
263,Y10511606,90383660,STATE BANK OF INDIA,1980-02-12,,1999-09-30,240000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,J.C. ROAD       Karnataka  India,STATE BANK OF INDIA
264,Y10511609,90383663,CENTRAL BANK OF INDIA,1980-04-23,,1999-09-30,50000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,PEENYA INDUSTRIAL AREA       Karnataka  India,CENTRAL BANK OF INDIA
265,Y10511610,90383664,UCO BANK,1980-07-15,,1999-09-30,2500000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,MUMBAI       Maharashtra  India,UCO BANK
266,Y10511612,90383666,STATE BANK OF MYSORE,1980-08-06,,1999-09-30,295000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,HMT INDUSTRIAL ESTATE BRANCH       Karnataka  India,STATE BANK OF MYSORE
267,Y10511617,90383671,CANARA BANK,1980-12-02,,1999-09-30,175000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,K.G. ROAD       Karnataka  India,CANARA BANK
268,Y10511618,90383672,SYNDICATE BANK,1980-12-17,1983-07-15,1999-09-30,300000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,RUSEEL MARKET BRANCH       Karnataka  India,SYNDICATE BANK
269,Y10511622,90383676,CANARA BANK,1981-02-03,1987-07-17,1999-09-30,150000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,BANGALORE       Karnataka  India,CANARA BANK
270,Y10511624,90383678,CANARA BANK,1981-02-17,1985-02-02,1999-09-30,400000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,CUNNINGHAM ROAD       Karnataka  India,CANARA BANK
271,Y10511627,90383681,KARNATAKA STATE FINANCIAL CORPORATION,1981-10-15,1983-12-06,1999-09-30,500000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,M.G. ROAD       Karnataka  India,KARNATAKA STATE FINANCIAL CORPORATION
272,Y10511631,90383685,BANK OF BARODA,1981-11-17,,1999-09-30,275000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,GOKHALE ROAD       Maharashtra  India,BANK OF BARODA
273,Y10511633,90383687,INDIAN BANK,1982-09-20,,1999-09-30,424600000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,MALAD WEST       Maharashtra  India,INDIAN BANK
274,Y10511634,90383688,BANK OF MADURA LTD.,1982-11-04,,1999-09-30,500000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,594 AVENUE ROAD       Karnataka  India,BANK OF MADURA
275,Y10511638,90383692,KARNATAKA STATE FINANCIAL CORPORATION,1983-03-17,1983-11-07,1999-09-30,3000000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,M.G. ROAD       Karnataka  India,KARNATAKA STATE FINANCIAL CORPORATION
276,Y10511639,90383693,ANDHRA BANK,1983-04-13,1987-04-02,1999-09-30,2500000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,HOSPAT BRANCH       Karnataka  India,ANDHRA BANK
277,Y10511640,90383694,CANARA BANK,1983-09-09,,1999-09-30,400000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,CANTONMENT BRANCH M.G. ROAD      Karnataka  India,CANARA BANK
278,Y10511641,90383695,KARNATAKA STATE FINANCIAL CORPORATION,1983-10-20,,1999-09-30,1300000,L65920MH1994PLC080618,HDFC BANK,2023-12-19 18:33:25.617334,36 CUNNINGHAM ROAD       Karnataka  India,KARNATAKA STATE FINANCIAL CORPORATION
